E_Q9BLI1	ensembl134518/low_complexity	TRASDJ PROTEIN (FRAGMENT).
BTSAT1	Satellite/Centromeric  
autorepeat_9473	ciona_repeat
Hu-U13 Human	snoRNA U13 rRNA cleavage c/d snoRNA No GENBANK entry. Literature PMID|2531075
autorepeat_6131	ciona_repeat
autorepeat_8818	ciona_repeat
autorepeat_9474	ciona_repeat
autorepeat_6132	ciona_repeat
autorepeat_8819	ciona_repeat
autorepeat_9475	ciona_repeat
E_O18588	ensembl62540/trans	MARINER TRANSPOSASE (FRAGMENT).
autorepeat_9476	ciona_repeat
autorepeat_6133	ciona_repeat
autorepeat_6134	ciona_repeat
autorepeat_9477	ciona_repeat
autorepeat_6135	ciona_repeat
autorepeat_9478	ciona_repeat
TABOR	DNA
autorepeat_6136	ciona_repeat
autorepeat_9479	ciona_repeat
autorepeat_6137	ciona_repeat
autorepeat_6138	ciona_repeat
HsTC2-2	DNA/Tc2 (think of good name)   12jul2001
autorepeat_6139	ciona_repeat
(CCCCAA)n	Simple_repeat
subtelomeric	Satellite
31561,163513	DNA
RLTRMRS_PS	LTR/ERV
autorepeat_8820	ciona_repeat
autorepeat_8821	ciona_repeat
autorepeat_8822	ciona_repeat
autorepeat_8823	ciona_repeat
autorepeat_8824	ciona_repeat
autorepeat_9480	ciona_repeat
autorepeat_8825	ciona_repeat
autorepeat_9481	ciona_repeat
autorepeat_8826	ciona_repeat
autorepeat_9482	ciona_repeat
autorepeat_6140	ciona_repeat
autorepeat_8827	ciona_repeat
autorepeat_9483	ciona_repeat
IDEFIX_I	LTR/Gypsy
autorepeat_6141	ciona_repeat
autorepeat_8828	ciona_repeat
autorepeat_9484	ciona_repeat
autorepeat_6142	ciona_repeat
autorepeat_8829	ciona_repeat
autorepeat_9485	ciona_repeat
E_Q9N6Y0	ensembl26750/low_complexity	ORF1 PROTEIN.
yet_another_repeat	ciona_repeat
autorepeat_6143	ciona_repeat
autorepeat_9486	ciona_repeat
autorepeat_6144	ciona_repeat
autorepeat_9487	ciona_repeat
autorepeat_6145	ciona_repeat
autorepeat_9488	ciona_repeat
autorepeat_6146	ciona_repeat
autorepeat_9489	ciona_repeat
autorepeat_6147	ciona_repeat
autorepeat_6148	ciona_repeat
autorepeat_6149	ciona_repeat
ATCOPIA40_I	LTR/Copia
DMSUF	DNA
autorepeat_8830	ciona_repeat
autorepeat_8831	ciona_repeat
autorepeat_8832	ciona_repeat
autorepeat_8833	ciona_repeat
autorepeat_8834	ciona_repeat
autorepeat_9490	ciona_repeat
autorepeat_8835	ciona_repeat
autorepeat_9491	ciona_repeat
autorepeat_8836	ciona_repeat
autorepeat_9492	ciona_repeat
autorepeat_6150	ciona_repeat
autorepeat_8837	ciona_repeat
autorepeat_9493	ciona_repeat
autorepeat_6151	ciona_repeat
autorepeat_8838	ciona_repeat
autorepeat_9494	ciona_repeat
autorepeat_6152	ciona_repeat
autorepeat_8839	ciona_repeat
autorepeat_9495	ciona_repeat
autorepeat_6153	ciona_repeat
autorepeat_9496	ciona_repeat
autorepeat_6154	ciona_repeat
autorepeat_9497	ciona_repeat
autorepeat_6155	ciona_repeat
autorepeat_9498	ciona_repeat
autorepeat_6156	ciona_repeat
autorepeat_9499	ciona_repeat
67752,112434,31539	DNA
autorepeat_6157	ciona_repeat
autorepeat_6158	ciona_repeat
autorepeat_6159	ciona_repeat
Glu.TTC	tRNA 
gi|1196519|gb|L76231.1|MSQTUCU	DNA
gi|1381120|gb|L78795.1|MSQTNTATAB	DNA
gi|11612470|gb|AF294483.1|AF294483	DNA
(CGAAA)n	Simple_repeat
CINFUL2_ZM_I	LTR/Gypsy
(CACTG)n	Simple_repeat
(CA)n	Simple_repeat
autorepeat_8840	ciona_repeat
autorepeat_8841	ciona_repeat
autorepeat_8842	ciona_repeat
autorepeat_5500	ciona_repeat
autorepeat_8843	ciona_repeat
autorepeat_5501	ciona_repeat
autorepeat_8844	ciona_repeat
BOMZH1	DNA/MuDR
autorepeat_5502	ciona_repeat
autorepeat_8845	ciona_repeat
BOMZH2	DNA/MuDR
autorepeat_5503	ciona_repeat
autorepeat_8846	ciona_repeat
autorepeat_5504	ciona_repeat
autorepeat_6160	ciona_repeat
autorepeat_8847	ciona_repeat
autorepeat_5505	ciona_repeat
autorepeat_6161	ciona_repeat
autorepeat_8848	ciona_repeat
autorepeat_5506	ciona_repeat
autorepeat_6162	ciona_repeat
autorepeat_8849	ciona_repeat
autorepeat_5507	ciona_repeat
autorepeat_6163	ciona_repeat
autorepeat_5508	ciona_repeat
autorepeat_6164	ciona_repeat
ATCOPIA67_I	LTR/Copia
autorepeat_5509	ciona_repeat
autorepeat_6165	ciona_repeat
autorepeat_6166	ciona_repeat
autorepeat_6167	ciona_repeat
autorepeat_6168	ciona_repeat
autorepeat_6169	ciona_repeat
E_P26809	ensembl19187/trans	POL POLYPROTEIN [CONTAINS: PROTEASE (EC 3.4.23.-); REVERSE TRANSCRIPTASE (EC 2.7.7.49); RIBONUCLEASE H (EC 3.1.26.4)].
85328..125865	DNA
RC123	Satellite
ATCOPIA33_LTR	LTR/Copia
TA1_AT	LTR/Gypsy
EN1	DNA/Maize  Autonomous DNA transposon En-1.
autorepeat_8850	ciona_repeat
autorepeat_8851	ciona_repeat
autorepeat_8852	ciona_repeat
autorepeat_5510	ciona_repeat
autorepeat_8853	ciona_repeat
autorepeat_5511	ciona_repeat
autorepeat_8854	ciona_repeat
PRE1d2	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_5512	ciona_repeat
autorepeat_8855	ciona_repeat
autorepeat_5513	ciona_repeat
autorepeat_8856	ciona_repeat
autorepeat_5514	ciona_repeat
autorepeat_6170	ciona_repeat
autorepeat_8857	ciona_repeat
autorepeat_5515	ciona_repeat
autorepeat_6171	ciona_repeat
autorepeat_8858	ciona_repeat
autorepeat_5516	ciona_repeat
autorepeat_6172	ciona_repeat
autorepeat_8859	ciona_repeat
autorepeat_5517	ciona_repeat
autorepeat_6173	ciona_repeat
ARLTR2	LTR  
autorepeat_5518	ciona_repeat
autorepeat_6174	ciona_repeat
autorepeat_5519	ciona_repeat
autorepeat_6175	ciona_repeat
autorepeat_6176	ciona_repeat
autorepeat_6177	ciona_repeat
autorepeat_6178	ciona_repeat
autorepeat_6179	ciona_repeat
autorepeat_8860	ciona_repeat
autorepeat_8861	ciona_repeat
autorepeat_8862	ciona_repeat
autorepeat_5520	ciona_repeat
autorepeat_8863	ciona_repeat
autorepeat_5521	ciona_repeat
autorepeat_8864	ciona_repeat
autorepeat_5522	ciona_repeat
autorepeat_8865	ciona_repeat
autorepeat_5523	ciona_repeat
autorepeat_8866	ciona_repeat
autorepeat_5524	ciona_repeat
autorepeat_6180	ciona_repeat
autorepeat_8867	ciona_repeat
autorepeat_5525	ciona_repeat
autorepeat_6181	ciona_repeat
autorepeat_8868	ciona_repeat
autorepeat_5526	ciona_repeat
autorepeat_6182	ciona_repeat
autorepeat_8869	ciona_repeat
autorepeat_5527	ciona_repeat
autorepeat_6183	ciona_repeat
autorepeat_5528	ciona_repeat
autorepeat_6184	ciona_repeat
autorepeat_5529	ciona_repeat
autorepeat_6185	ciona_repeat
autorepeat_6186	ciona_repeat
autorepeat_6187	ciona_repeat
MMETn-int	LTR/ERVK  
autorepeat_6188	ciona_repeat
autorepeat_6189	ciona_repeat
37327	DNA
ATCOPIA62LTR	LTR/Copia
E_Q963V6	ensembl26526/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_8870	ciona_repeat
autorepeat_8871	ciona_repeat
autorepeat_8872	ciona_repeat
autorepeat_5530	ciona_repeat
autorepeat_8873	ciona_repeat
autorepeat_5531	ciona_repeat
autorepeat_8874	ciona_repeat
PRE1f2	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_5532	ciona_repeat
autorepeat_8875	ciona_repeat
autorepeat_5533	ciona_repeat
autorepeat_8876	ciona_repeat
autorepeat_5534	ciona_repeat
autorepeat_6190	ciona_repeat
autorepeat_8877	ciona_repeat
Contig100	WI_ciona_repeat
autorepeat_5535	ciona_repeat
autorepeat_6191	ciona_repeat
autorepeat_8878	ciona_repeat
Contig101	WI_ciona_repeat
autorepeat_5536	ciona_repeat
autorepeat_6192	ciona_repeat
autorepeat_8879	ciona_repeat
Contig102	WI_ciona_repeat
autorepeat_5537	ciona_repeat
autorepeat_6193	ciona_repeat
Contig103	WI_ciona_repeat
autorepeat_5538	ciona_repeat
autorepeat_6194	ciona_repeat
Contig104	WI_ciona_repeat
autorepeat_5539	ciona_repeat
autorepeat_6195	ciona_repeat
Contig105	WI_ciona_repeat
autorepeat_6196	ciona_repeat
Contig106	WI_ciona_repeat
autorepeat_6197	ciona_repeat
Contig107	WI_ciona_repeat
autorepeat_6198	ciona_repeat
Contig108	WI_ciona_repeat
autorepeat_6199	ciona_repeat
TC1	DNA/Tc1
DMTNCIRC	DNA
Contig109	WI_ciona_repeat
TC2	DNA/Pogo
TC4	DNA/Pogo
TC5	DNA/Pogo
TC6	DNA
autorepeat_8880	ciona_repeat
autorepeat_8881	ciona_repeat
autorepeat_8882	ciona_repeat
autorepeat_5540	ciona_repeat
autorepeat_8883	ciona_repeat
autorepeat_5541	ciona_repeat
autorepeat_8884	ciona_repeat
autorepeat_2200	ciona_repeat
autorepeat_5542	ciona_repeat
autorepeat_8885	ciona_repeat
autorepeat_2201	ciona_repeat
autorepeat_5543	ciona_repeat
autorepeat_8886	ciona_repeat
autorepeat_2202	ciona_repeat
autorepeat_5544	ciona_repeat
autorepeat_8887	ciona_repeat
Contig110	WI_ciona_repeat
autorepeat_5545	ciona_repeat
autorepeat_8888	ciona_repeat
autorepeat_2203	ciona_repeat
Contig111	WI_ciona_repeat
autorepeat_5546	ciona_repeat
autorepeat_8889	ciona_repeat
autorepeat_2204	ciona_repeat
Contig112	WI_ciona_repeat
autorepeat_5547	ciona_repeat
autorepeat_2205	ciona_repeat
Contig113	WI_ciona_repeat
autorepeat_5548	ciona_repeat
autorepeat_2206	ciona_repeat
Contig114	WI_ciona_repeat
autorepeat_5549	ciona_repeat
autorepeat_2207	ciona_repeat
Contig115	WI_ciona_repeat
autorepeat_2208	ciona_repeat
ATCOPIA34_I	LTR/Copia
Contig116	WI_ciona_repeat
autorepeat_2209	ciona_repeat
Contig117	WI_ciona_repeat
Contig118	WI_ciona_repeat
Contig119	WI_ciona_repeat
autorepeat_8890	ciona_repeat
autorepeat_8891	ciona_repeat
autorepeat_8892	ciona_repeat
HSREP271	Satellite/telomeric
autorepeat_5550	ciona_repeat
autorepeat_8893	ciona_repeat
VANDAL1N1	DNA/MuDR
autorepeat_5551	ciona_repeat
autorepeat_8894	ciona_repeat
autorepeat_2210	ciona_repeat
autorepeat_5552	ciona_repeat
autorepeat_8895	ciona_repeat
autorepeat_2211	ciona_repeat
autorepeat_5553	ciona_repeat
autorepeat_8896	ciona_repeat
autorepeat_5554	ciona_repeat
autorepeat_8897	ciona_repeat
autorepeat_2212	ciona_repeat
Contig120	WI_ciona_repeat
autorepeat_5555	ciona_repeat
autorepeat_8898	ciona_repeat
autorepeat_2213	ciona_repeat
Contig121	WI_ciona_repeat
autorepeat_5556	ciona_repeat
autorepeat_8899	ciona_repeat
autorepeat_2214	ciona_repeat
Contig122	WI_ciona_repeat
autorepeat_5557	ciona_repeat
autorepeat_2215	ciona_repeat
Contig123	WI_ciona_repeat
autorepeat_5558	ciona_repeat
autorepeat_2216	ciona_repeat
Contig124	WI_ciona_repeat
autorepeat_5559	ciona_repeat
autorepeat_2217	ciona_repeat
Contig125	WI_ciona_repeat
autorepeat_2218	ciona_repeat
Contig126	WI_ciona_repeat
autorepeat_2219	ciona_repeat
Contig127	WI_ciona_repeat
Contig128	WI_ciona_repeat
Contig129	WI_ciona_repeat
autorepeat_4900	ciona_repeat
autorepeat_4901	ciona_repeat
autorepeat_4902	ciona_repeat
autorepeat_4903	ciona_repeat
autorepeat_4904	ciona_repeat
autorepeat_5560	ciona_repeat
autorepeat_4905	ciona_repeat
autorepeat_5561	ciona_repeat
hY4_RNA	scRNA X57566.1 Human hy4 Ro RNA (associated with erythrocyte Ro RNP's)
autorepeat_2220	ciona_repeat
autorepeat_4906	ciona_repeat
autorepeat_5562	ciona_repeat
autorepeat_4907	ciona_repeat
autorepeat_5563	ciona_repeat
autorepeat_2221	ciona_repeat
autorepeat_4908	ciona_repeat
autorepeat_5564	ciona_repeat
PRE1a	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2222	ciona_repeat
Contig130	WI_ciona_repeat
autorepeat_4909	ciona_repeat
autorepeat_5565	ciona_repeat
PRE1b	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2223	ciona_repeat
Contig131	WI_ciona_repeat
autorepeat_5566	ciona_repeat
PRE1c	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2224	ciona_repeat
Contig132	WI_ciona_repeat
autorepeat_5567	ciona_repeat
PRE1d	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2225	ciona_repeat
Contig133	WI_ciona_repeat
autorepeat_5568	ciona_repeat
PRE1e	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2226	ciona_repeat
Contig134	WI_ciona_repeat
autorepeat_5569	ciona_repeat
PRE1f	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2227	ciona_repeat
Contig135	WI_ciona_repeat
PRE1g	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
autorepeat_2228	ciona_repeat
Contig136	WI_ciona_repeat
autorepeat_2229	ciona_repeat
Contig137	WI_ciona_repeat
PRE1h	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
PRE1i	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
S50810	DNA
AT_rich	Low_complexity
Contig138	WI_ciona_repeat
PRE1j	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
Contig139	WI_ciona_repeat
PRE1k	SINE/tRNA-Glu  Eutheria; Cetartiodactyla; Suina
GYPSY6_I	LTR/Gypsy
HELITRONY1_CE	DNA/Helitron   HELITRONY1_CE is a nonautonomous DNA transposon - a consensus.
TZ86R_ZM	Unknown
autorepeat_4910	ciona_repeat
autorepeat_4911	ciona_repeat
autorepeat_4912	ciona_repeat
autorepeat_4913	ciona_repeat
autorepeat_4914	ciona_repeat
autorepeat_5570	ciona_repeat
Ronin3_LTR	LTR/Gypsy
autorepeat_4915	ciona_repeat
autorepeat_5571	ciona_repeat
autorepeat_4916	ciona_repeat
autorepeat_5572	ciona_repeat
autorepeat_2230	ciona_repeat
autorepeat_4917	ciona_repeat
autorepeat_5573	ciona_repeat
autorepeat_2231	ciona_repeat
autorepeat_4918	ciona_repeat
autorepeat_5574	ciona_repeat
autorepeat_2232	ciona_repeat
gi|1381252|gb|L78798.1|MSQTNTATAE	DNA
Contig140	WI_ciona_repeat
autorepeat_4919	ciona_repeat
autorepeat_5575	ciona_repeat
autorepeat_2233	ciona_repeat
Contig141	WI_ciona_repeat
autorepeat_5576	ciona_repeat
autorepeat_2234	ciona_repeat
Contig142	WI_ciona_repeat
autorepeat_5577	ciona_repeat
autorepeat_2235	ciona_repeat
Contig143	WI_ciona_repeat
autorepeat_5578	ciona_repeat
E_Q95NH2	ensembl42540/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_2236	ciona_repeat
Contig144	WI_ciona_repeat
autorepeat_5579	ciona_repeat
autorepeat_2237	ciona_repeat
Contig145	WI_ciona_repeat
autorepeat_2238	ciona_repeat
Contig146	WI_ciona_repeat
autorepeat_2239	ciona_repeat
Contig147	WI_ciona_repeat
Contig148	WI_ciona_repeat
Contig149	WI_ciona_repeat
GTWIN	DNA
autorepeat_4920	ciona_repeat
13857	DNA
autorepeat_4921	ciona_repeat
MLT-INTERNAL	LTR/MaLR  MLT1A1
autorepeat_4922	ciona_repeat
autorepeat_4923	ciona_repeat
autorepeat_4924	ciona_repeat
autorepeat_5580	ciona_repeat
autorepeat_4925	ciona_repeat
autorepeat_5581	ciona_repeat
(CAGCT)n	Simple_repeat
autorepeat_4926	ciona_repeat
autorepeat_5582	ciona_repeat
E_Q9NBJ3	ensembl9043/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_2240	ciona_repeat
autorepeat_4927	ciona_repeat
autorepeat_5583	ciona_repeat
autorepeat_2241	ciona_repeat
autorepeat_4928	ciona_repeat
autorepeat_5584	ciona_repeat
autorepeat_2242	ciona_repeat
Contig150	WI_ciona_repeat
autorepeat_4929	ciona_repeat
autorepeat_5585	ciona_repeat
autorepeat_2243	ciona_repeat
COPIA2_LTR_DM	LTR/Copia
Contig151	WI_ciona_repeat
autorepeat_5586	ciona_repeat
autorepeat_2244	ciona_repeat
Contig152	WI_ciona_repeat
autorepeat_5587	ciona_repeat
autorepeat_2245	ciona_repeat
Contig153	WI_ciona_repeat
autorepeat_5588	ciona_repeat
autorepeat_2246	ciona_repeat
Contig154	WI_ciona_repeat
autorepeat_5589	ciona_repeat
autorepeat_2247	ciona_repeat
Contig155	WI_ciona_repeat
autorepeat_2248	ciona_repeat
autorepeat_2249	ciona_repeat
Contig156	WI_ciona_repeat
Contig157	WI_ciona_repeat
Contig158	WI_ciona_repeat
Contig159	WI_ciona_repeat
gi|18087063|gb|AF387854.1|AF387854	DNA
CEREBA_HV_I	LTR/Gypsy
E_Q9TVZ9	ensembl25995/low_complexity	DNA, W-SAMURAI RAPD MARKER IN RETROTRANPOSABLE ELEMENT (REVERSE TRANSCRIPTASE), PARTIAL CDS, STRAIN C137 (FRAGMENT).
(TGG)n	Simple_repeat
autorepeat_4930	ciona_repeat
autorepeat_4931	ciona_repeat
autorepeat_4932	ciona_repeat
autorepeat_4933	ciona_repeat
autorepeat_4934	ciona_repeat
autorepeat_5590	ciona_repeat
autorepeat_4935	ciona_repeat
autorepeat_5591	ciona_repeat
autorepeat_4936	ciona_repeat
autorepeat_5592	ciona_repeat
autorepeat_2250	ciona_repeat
autorepeat_4937	ciona_repeat
autorepeat_5593	ciona_repeat
autorepeat_2251	ciona_repeat
autorepeat_4938	ciona_repeat
autorepeat_5594	ciona_repeat
autorepeat_2252	ciona_repeat
VANDALNX1	DNA/MuDR
Contig160	WI_ciona_repeat
autorepeat_4939	ciona_repeat
autorepeat_5595	ciona_repeat
autorepeat_2253	ciona_repeat
Contig161	WI_ciona_repeat
autorepeat_5596	ciona_repeat
VANDALNX2	DNA/MuDR
autorepeat_2254	ciona_repeat
Contig162	WI_ciona_repeat
autorepeat_5597	ciona_repeat
autorepeat_2255	ciona_repeat
Contig163	WI_ciona_repeat
autorepeat_5598	ciona_repeat
autorepeat_2256	ciona_repeat
Contig164	WI_ciona_repeat
autorepeat_5599	ciona_repeat
autorepeat_2257	ciona_repeat
78597..76870	DNA
autorepeat_2258	ciona_repeat
Contig165	WI_ciona_repeat
autorepeat_2259	ciona_repeat
Contig166	WI_ciona_repeat
Contig167	WI_ciona_repeat
Contig168	WI_ciona_repeat
Contig169	WI_ciona_repeat
RIRE8A_OS_I	LTR/Gypsy
60994..164577	DNA
autorepeat_4940	ciona_repeat
autorepeat_4941	ciona_repeat
autorepeat_4942	ciona_repeat
autorepeat_1600	ciona_repeat
autorepeat_4943	ciona_repeat
autorepeat_1601	ciona_repeat
autorepeat_4944	ciona_repeat
autorepeat_1602	ciona_repeat
autorepeat_4945	ciona_repeat
autorepeat_1603	ciona_repeat
autorepeat_4946	ciona_repeat
autorepeat_2260	ciona_repeat
autorepeat_1604	ciona_repeat
autorepeat_4947	ciona_repeat
autorepeat_2261	ciona_repeat
autorepeat_1605	ciona_repeat
ATREP10	DNA/Helitron
autorepeat_4948	ciona_repeat
autorepeat_2262	ciona_repeat
autorepeat_1606	ciona_repeat
ATREP11	DNA/Helitron
Contig170	WI_ciona_repeat
autorepeat_4949	ciona_repeat
E_O49919	ensembl2438/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_2263	ciona_repeat
autorepeat_1607	ciona_repeat
ATREP12	DNA/Helitron
Contig171	WI_ciona_repeat
EAVHP_LTR	LTR/ERV
autorepeat_2264	ciona_repeat
autorepeat_1608	ciona_repeat
ATCOPIA28_I	LTR/Copia
Contig172	WI_ciona_repeat
autorepeat_2265	ciona_repeat
autorepeat_1609	ciona_repeat
Contig173	WI_ciona_repeat
ATREP13	DNA/Helitron
autorepeat_2266	ciona_repeat
ATREP14	DNA/Helitron
autorepeat_2267	ciona_repeat
Contig174	WI_ciona_repeat
ATREP15	DNA/Helitron
autorepeat_2268	ciona_repeat
ATLINE1A	LINE/L1 
Contig175	WI_ciona_repeat
autorepeat_2269	ciona_repeat
Contig176	WI_ciona_repeat
Contig177	WI_ciona_repeat
Contig178	WI_ciona_repeat
Contig179	WI_ciona_repeat
(CACAG)n	Simple_repeat
E_Q24698	ensembl6556/trans	PLANARIAN MARINER-3 GENE.
autorepeat_4950	ciona_repeat
GypsyDR2_I	LTR/Gypsy   Gypsy Danio rerio 2.
autorepeat_4951	ciona_repeat
autorepeat_4952	ciona_repeat
autorepeat_1610	ciona_repeat
autorepeat_4953	ciona_repeat
autorepeat_1611	ciona_repeat
autorepeat_4954	ciona_repeat
autorepeat_1612	ciona_repeat
autorepeat_4955	ciona_repeat
autorepeat_1613	ciona_repeat
autorepeat_4956	ciona_repeat
autorepeat_2270	ciona_repeat
autorepeat_1614	ciona_repeat
autorepeat_4957	ciona_repeat
autorepeat_2271	ciona_repeat
autorepeat_1615	ciona_repeat
autorepeat_4958	ciona_repeat
autorepeat_2272	ciona_repeat
autorepeat_1616	ciona_repeat
Contig180	WI_ciona_repeat
autorepeat_4959	ciona_repeat
autorepeat_2273	ciona_repeat
autorepeat_1617	ciona_repeat
Contig181	WI_ciona_repeat
autorepeat_2274	ciona_repeat
autorepeat_1618	ciona_repeat
Contig182	WI_ciona_repeat
autorepeat_2275	ciona_repeat
autorepeat_1619	ciona_repeat
autorepeat_2276	ciona_repeat
Contig183	WI_ciona_repeat
autorepeat_2277	ciona_repeat
Contig184	WI_ciona_repeat
autorepeat_2278	ciona_repeat
Contig185	WI_ciona_repeat
autorepeat_2279	ciona_repeat
Contig186	WI_ciona_repeat
Contig187	WI_ciona_repeat
Contig188	WI_ciona_repeat
Contig189	WI_ciona_repeat
autorepeat_4960	ciona_repeat
autorepeat_4961	ciona_repeat
autorepeat_4962	ciona_repeat
autorepeat_1620	ciona_repeat
autorepeat_4963	ciona_repeat
autorepeat_1621	ciona_repeat
autorepeat_4964	ciona_repeat
autorepeat_1622	ciona_repeat
autorepeat_4965	ciona_repeat
autorepeat_1623	ciona_repeat
autorepeat_4966	ciona_repeat
autorepeat_2280	ciona_repeat
autorepeat_1624	ciona_repeat
autorepeat_4967	ciona_repeat
autorepeat_2281	ciona_repeat
autorepeat_1625	ciona_repeat
autorepeat_4968	ciona_repeat
autorepeat_2282	ciona_repeat
autorepeat_1626	ciona_repeat
Contig190	WI_ciona_repeat
autorepeat_4969	ciona_repeat
ATHILA0_I	LTR/Gypsy
autorepeat_2283	ciona_repeat
autorepeat_1627	ciona_repeat
Contig191	WI_ciona_repeat
autorepeat_2284	ciona_repeat
autorepeat_1628	ciona_repeat
autorepeat_2285	ciona_repeat
autorepeat_1629	ciona_repeat
Contig192	WI_ciona_repeat
autorepeat_2286	ciona_repeat
Contig193	WI_ciona_repeat
autorepeat_2287	ciona_repeat
Contig194	WI_ciona_repeat
autorepeat_2288	ciona_repeat
Contig195	WI_ciona_repeat
autorepeat_2289	ciona_repeat
Contig196	WI_ciona_repeat
Contig197	WI_ciona_repeat
ATCOPIA47LTR	LTR/Copia
Contig198	WI_ciona_repeat
Contig199	WI_ciona_repeat
autorepeat_4970	ciona_repeat
autorepeat_4971	ciona_repeat
autorepeat_4972	ciona_repeat
E_P21329	ensembl25817/low_complexity	RNA-DIRECTED DNA POLYMERASE FROM MOBILE ELEMENT JOCKEY (EC 2.7.7.49) (REVERSE TRANSCRIPTASE).
autorepeat_1630	ciona_repeat
autorepeat_4973	ciona_repeat
autorepeat_1631	ciona_repeat
autorepeat_4974	ciona_repeat
autorepeat_1632	ciona_repeat
autorepeat_4975	ciona_repeat
autorepeat_1633	ciona_repeat
autorepeat_4976	ciona_repeat
autorepeat_2290	ciona_repeat
autorepeat_1634	ciona_repeat
autorepeat_4977	ciona_repeat
autorepeat_2291	ciona_repeat
autorepeat_1635	ciona_repeat
autorepeat_4978	ciona_repeat
autorepeat_2292	ciona_repeat
autorepeat_1636	ciona_repeat
autorepeat_4979	ciona_repeat
autorepeat_2293	ciona_repeat
autorepeat_1637	ciona_repeat
autorepeat_2294	ciona_repeat
autorepeat_1638	ciona_repeat
E_O00362	ensembl31353/trans	PUTATIVE P150.
autorepeat_2295	ciona_repeat
autorepeat_1639	ciona_repeat
autorepeat_2296	ciona_repeat
autorepeat_2297	ciona_repeat
autorepeat_2298	ciona_repeat
autorepeat_2299	ciona_repeat
tRNA-Leu-CTA	tRNA 
tRNA-Leu-CTG	tRNA
autorepeat_4980	ciona_repeat
autorepeat_4981	ciona_repeat
autorepeat_4982	ciona_repeat
autorepeat_1640	ciona_repeat
autorepeat_4983	ciona_repeat
autorepeat_1641	ciona_repeat
MT-int	LTR/MaLR
autorepeat_4984	ciona_repeat
E_Q9P8H7	ensembl31116/trans	REVERSE TRANSCRIPTASE.
autorepeat_1642	ciona_repeat
autorepeat_4985	ciona_repeat
autorepeat_1643	ciona_repeat
autorepeat_4986	ciona_repeat
autorepeat_1644	ciona_repeat
autorepeat_4987	ciona_repeat
autorepeat_1645	ciona_repeat
tRNA-Leu-CTT	tRNA
autorepeat_4988	ciona_repeat
autorepeat_1646	ciona_repeat
autorepeat_4989	ciona_repeat
autorepeat_1647	ciona_repeat
(CCGTT)n	Simple_repeat
autorepeat_1648	ciona_repeat
autorepeat_1649	ciona_repeat
Ronin3_I	LTR/Gypsy 73% identical (DNA level) over full length to Ronin2. Consensus derived for all copies <15% diverged from this consensus; average subst level 11%, but reflects existence of multiple subfamilies.
(TGGGGG)n	Simple_repeat
tRNA-Leu-CTY	tRNA
(CAAGC)n	Simple_repeat
gi|159629|gb|M35457.1|MSQRTR1I	DNA
DMYW14G7	DNA
HATN4_DR	DNA
autorepeat_4990	ciona_repeat
autorepeat_4991	ciona_repeat
autorepeat_4992	ciona_repeat
autorepeat_1650	ciona_repeat
autorepeat_4993	ciona_repeat
autorepeat_1651	ciona_repeat
autorepeat_4994	ciona_repeat
autorepeat_1652	ciona_repeat
autorepeat_4995	ciona_repeat
autorepeat_1653	ciona_repeat
autorepeat_4996	ciona_repeat
autorepeat_1654	ciona_repeat
autorepeat_4997	ciona_repeat
autorepeat_1655	ciona_repeat
autorepeat_4998	ciona_repeat
autorepeat_1656	ciona_repeat
autorepeat_4999	ciona_repeat
autorepeat_1657	ciona_repeat
autorepeat_1658	ciona_repeat
autorepeat_1659	ciona_repeat
L1-6_DR	LINE/L1
DM20D5M1	DNA
DM20D5M2	DNA
DM20D5M3	DNA
DM20D5M4	DNA
autorepeat_1660	ciona_repeat
autorepeat_1661	ciona_repeat
DM20D5M6	DNA
autorepeat_1662	ciona_repeat
DM20D5M7	DNA
XR_XL	DNA/T2
ATCOPIA81LTR	LTR/Copia
autorepeat_1663	ciona_repeat
DM20D5M8	DNA
autorepeat_1664	ciona_repeat
DM20D5M9	DNA
autorepeat_1665	ciona_repeat
autorepeat_1666	ciona_repeat
autorepeat_1667	ciona_repeat
autorepeat_1668	ciona_repeat
autorepeat_1669	ciona_repeat
MMCMLTR	LTR/Retroviral
HUERS-P3b	LTR/ERV1 mer4 group  LTR8/9  14-16% div
